2024-11-04 00:00:53: 52.27 V, 0.91 psi, 6.21 psi
2024-11-04 19:50:06: 0.80 V, 1.47 psi, 7.74 psi
2024-11-04 19:51:06: 0.80 V, 1.47 psi, 7.74 psi
2024-11-04 19:52:06: 0.91 V, 1.49 psi, 7.74 psi
2024-11-04 19:53:06: 0.91 V, 1.49 psi, 7.73 psi
2024-11-04 19:54:06: 0.90 V, 1.50 psi, 7.73 psi
2024-11-04 19:55:06: 1.12 V, 1.50 psi, 7.74 psi
2024-11-04 19:56:06: 1.11 V, 1.50 psi, 7.74 psi
2024-11-04 19:57:06: 1.02 V, 1.52 psi, 7.74 psi
2024-11-04 19:58:07: 1.01 V, 1.52 psi, 7.74 psi
2024-11-04 19:59:07: 0.82 V, 1.54 psi, 7.74 psi
2024-11-04 20:00:07: 0.83 V, 1.54 psi, 7.73 psi
2024-11-04 20:01:07: 0.88 V, 1.56 psi, 7.73 psi
2024-11-04 20:02:07: 1.13 V, 1.56 psi, 7.73 psi
2024-11-04 20:03:07: 1.14 V, 1.56 psi, 7.74 psi
2024-11-04 20:04:07: 1.04 V, 1.58 psi, 7.74 psi
2024-11-04 20:05:07: 1.03 V, 1.58 psi, 7.73 psi
2024-11-04 20:06:07: 0.95 V, 1.60 psi, 7.74 psi
2024-11-04 20:07:07: 0.84 V, 1.60 psi, 7.73 psi
2024-11-04 20:08:07: 0.86 V, 1.62 psi, 7.74 psi
2024-11-04 20:09:07: 0.85 V, 1.62 psi, 7.74 psi
2024-11-04 20:10:07: 0.85 V, 1.63 psi, 7.74 psi
2024-11-04 20:11:07: 1.07 V, 1.66 psi, 7.74 psi
2024-11-04 20:12:07: 1.07 V, 1.66 psi, 7.75 psi
2024-11-04 20:13:07: 1.06 V, 1.68 psi, 7.74 psi
2024-11-04 20:14:08: 0.98 V, 1.68 psi, 7.75 psi
2024-11-04 20:15:08: 0.97 V, 1.68 psi, 7.75 psi
2024-11-04 20:16:08: 1.06 V, 1.65 psi, 7.76 psi
2024-11-04 20:17:08: 1.05 V, 1.61 psi, 7.76 psi
2024-11-04 20:18:08: 1.04 V, 1.58 psi, 7.77 psi
2024-11-04 20:19:08: 0.92 V, 1.53 psi, 7.77 psi
2024-11-04 20:20:08: 0.92 V, 1.51 psi, 7.77 psi
2024-11-04 20:21:08: 0.90 V, 1.47 psi, 7.77 psi
2024-11-04 20:22:08: 0.88 V, 1.43 psi, 7.77 psi
2024-11-04 20:23:08: 0.77 V, 1.40 psi, 7.77 psi
2024-11-04 20:24:08: 0.76 V, 1.35 psi, 7.77 psi
2024-11-04 20:25:08: 0.84 V, 1.32 psi, 7.77 psi
2024-11-04 20:26:08: 0.82 V, 1.28 psi, 7.77 psi
2024-11-04 20:27:08: 0.92 V, 1.26 psi, 7.77 psi
2024-11-04 20:28:08: 0.91 V, 1.22 psi, 7.78 psi
2024-11-04 20:29:08: 0.89 V, 1.19 psi, 7.77 psi
2024-11-04 20:30:08: 0.69 V, 1.16 psi, 7.77 psi
2024-11-04 20:31:09: 0.68 V, 1.12 psi, 7.78 psi
2024-11-04 20:32:09: 0.86 V, 1.10 psi, 7.78 psi
2024-11-04 20:33:09: 0.86 V, 1.07 psi, 7.78 psi
2024-11-04 20:34:09: 0.75 V, 1.05 psi, 7.78 psi
2024-11-04 20:35:09: 0.64 V, 1.01 psi, 7.78 psi
2024-11-04 20:36:09: 0.71 V, 1.00 psi, 7.77 psi
2024-11-04 20:37:09: 0.79 V, 0.96 psi, 7.78 psi
2024-11-04 20:38:09: 0.80 V, 0.93 psi, 7.77 psi
2024-11-04 20:39:09: 0.80 V, 0.91 psi, 7.77 psi
2024-11-04 20:40:09: 0.79 V, 0.88 psi, 7.77 psi
2024-11-04 20:41:09: 0.61 V, 0.88 psi, 7.77 psi
2024-11-04 20:42:09: 0.49 V, 0.84 psi, 7.77 psi
2024-11-04 20:43:09: 0.47 V, 0.81 psi, 7.77 psi
2024-11-04 20:44:09: 0.76 V, 0.80 psi, 7.77 psi
2024-11-04 20:45:09: 0.75 V, 0.76 psi, 7.77 psi
2024-11-04 20:46:09: 0.74 V, 0.75 psi, 7.76 psi
2024-11-04 20:47:10: 0.63 V, 0.71 psi, 7.76 psi
2024-11-04 20:48:10: 0.52 V, 0.70 psi, 7.77 psi
2024-11-04 20:49:10: 0.52 V, 0.66 psi, 7.76 psi
2024-11-04 20:50:10: 0.49 V, 0.64 psi, 7.76 psi
2024-11-04 20:51:10: 0.69 V, 0.61 psi, 7.76 psi
2024-11-04 20:52:10: 0.67 V, 0.57 psi, 7.76 psi
2024-11-04 20:53:10: 0.47 V, 0.56 psi, 7.76 psi
2024-11-04 20:54:10: 0.46 V, 0.53 psi, 7.76 psi
2024-11-04 20:55:10: 0.56 V, 0.51 psi, 7.76 psi
2024-11-04 20:56:10: 0.55 V, 0.48 psi, 7.76 psi
2024-11-04 20:57:10: 0.39 V, 0.46 psi, 7.76 psi
2024-11-04 20:58:10: 0.32 V, 0.43 psi, 7.76 psi
2024-11-04 20:59:10: 0.30 V, 0.39 psi, 7.76 psi
2024-11-04 21:00:10: 0.51 V, 0.38 psi, 7.76 psi
2024-11-04 21:01:10: 0.49 V, 0.34 psi, 7.76 psi
2024-11-04 21:02:10: 0.49 V, 0.33 psi, 7.76 psi
2024-11-04 21:03:11: 0.47 V, 0.30 psi, 7.76 psi
2024-11-04 21:05:11: 0.37 V, 0.25 psi, 7.77 psi
2024-11-04 21:06:11: 0.34 V, 0.23 psi, 7.78 psi
2024-11-04 21:07:11: 0.40 V, 0.35 psi, 7.78 psi
2024-11-04 21:08:11: 0.30 V, 0.38 psi, 7.78 psi
2024-11-04 21:09:11: 0.43 V, 0.43 psi, 7.78 psi
2024-11-04 21:11:11: 0.25 V, 0.51 psi, 7.79 psi
2024-11-04 21:13:11: 0.48 V, 0.59 psi, 7.79 psi
2024-11-04 21:14:11: 0.21 V, 0.65 psi, 7.79 psi
2024-11-04 21:15:11: 0.22 V, 0.68 psi, 7.79 psi
2024-11-04 21:16:11: 0.23 V, 0.73 psi, 7.79 psi
2024-11-04 21:17:11: 0.44 V, 0.77 psi, 7.79 psi
2024-11-04 21:18:11: 0.56 V, 0.80 psi, 7.79 psi
2024-11-04 21:19:11: 0.59 V, 0.86 psi, 7.79 psi
2024-11-04 21:20:12: 0.60 V, 0.90 psi, 7.79 psi
2024-11-04 21:21:12: 0.42 V, 0.96 psi, 7.79 psi
2024-11-04 21:22:12: 0.43 V, 1.01 psi, 7.79 psi
2024-11-04 21:23:12: 0.46 V, 1.08 psi, 7.79 psi
2024-11-04 21:24:12: 0.41 V, 1.12 psi, 7.79 psi
2024-11-04 21:25:12: 0.40 V, 1.18 psi, 7.79 psi
2024-11-04 21:26:12: 0.52 V, 1.25 psi, 7.79 psi
2024-11-04 21:27:12: 0.54 V, 1.30 psi, 7.79 psi
2024-11-04 21:28:12: 0.58 V, 1.37 psi, 7.79 psi
2024-11-04 21:29:12: 0.59 V, 1.42 psi, 7.79 psi
2024-11-04 21:30:12: 0.71 V, 1.50 psi, 7.79 psi
2024-11-04 21:31:12: 0.73 V, 1.55 psi, 7.79 psi
2024-11-04 21:32:12: 0.75 V, 1.62 psi, 7.79 psi
2024-11-04 21:33:12: 0.68 V, 1.68 psi, 7.79 psi
2024-11-04 21:34:12: 0.60 V, 1.73 psi, 7.79 psi
2024-11-04 21:35:12: 0.82 V, 1.80 psi, 7.79 psi
2024-11-04 21:36:13: 0.84 V, 1.86 psi, 7.79 psi
2024-11-04 21:37:13: 0.78 V, 1.95 psi, 7.79 psi
2024-11-04 21:38:13: 0.80 V, 2.00 psi, 7.79 psi
2024-11-04 21:39:13: 0.80 V, 2.07 psi, 7.79 psi
2024-11-04 21:40:13: 0.74 V, 2.11 psi, 7.79 psi
2024-11-04 21:41:13: 0.72 V, 2.05 psi, 7.79 psi
2024-11-04 21:42:13: 0.82 V, 2.06 psi, 7.79 psi
2024-11-04 21:43:13: 0.81 V, 2.03 psi, 7.79 psi
2024-11-04 21:44:13: 0.79 V, 2.02 psi, 7.79 psi
2024-11-04 21:45:13: 1.00 V, 2.02 psi, 7.79 psi
2024-11-04 21:46:13: 0.99 V, 1.99 psi, 7.79 psi
2024-11-04 21:47:13: 0.89 V, 1.99 psi, 7.79 psi
2024-11-04 21:48:13: 0.88 V, 1.95 psi, 7.78 psi
2024-11-04 21:49:13: 0.78 V, 1.93 psi, 7.78 psi
2024-11-04 21:50:13: 0.76 V, 1.87 psi, 7.78 psi
2024-11-04 21:51:13: 0.73 V, 1.83 psi, 7.78 psi
2024-11-04 21:52:13: 0.81 V, 1.77 psi, 7.78 psi
2024-11-04 21:54:14: 0.68 V, 1.66 psi, 7.78 psi
2024-11-04 21:55:14: 0.65 V, 1.60 psi, 7.78 psi
2024-11-04 21:56:14: 0.64 V, 1.55 psi, 7.78 psi
2024-11-04 21:57:14: 0.62 V, 1.49 psi, 7.78 psi
2024-11-04 21:58:14: 0.53 V, 1.45 psi, 7.78 psi
2024-11-04 21:59:14: 0.47 V, 1.39 psi, 7.78 psi
2024-11-04 22:00:14: 0.44 V, 1.33 psi, 7.78 psi
2024-11-04 22:01:14: 0.44 V, 1.29 psi, 7.77 psi
2024-11-04 22:02:14: 0.42 V, 1.23 psi, 7.77 psi
2024-11-04 22:03:14: 0.51 V, 1.19 psi, 7.77 psi
2024-11-04 22:04:14: 0.48 V, 1.14 psi, 7.77 psi
2024-11-04 22:05:14: 0.57 V, 1.10 psi, 7.77 psi
2024-11-04 22:06:14: 0.56 V, 1.06 psi, 7.76 psi
2024-11-04 22:07:14: 0.53 V, 1.02 psi, 7.76 psi
2024-11-04 22:08:14: 0.43 V, 0.99 psi, 7.76 psi
2024-11-04 22:09:15: 0.42 V, 0.94 psi, 7.76 psi
2024-11-04 22:10:15: 0.41 V, 0.92 psi, 7.76 psi
2024-11-04 22:11:15: 0.39 V, 0.88 psi, 7.76 psi
2024-11-04 22:12:15: 0.38 V, 0.87 psi, 7.76 psi
2024-11-04 22:13:15: 0.39 V, 0.85 psi, 7.77 psi
2024-11-04 22:14:15: 0.37 V, 0.81 psi, 7.77 psi
2024-11-04 22:15:15: 0.46 V, 0.80 psi, 7.78 psi
2024-11-04 22:16:15: 0.45 V, 0.76 psi, 7.78 psi
2024-11-04 22:17:15: 0.35 V, 0.75 psi, 7.78 psi
2024-11-04 22:18:15: 0.33 V, 0.71 psi, 7.79 psi
2024-11-04 22:19:15: 0.32 V, 0.69 psi, 7.79 psi
2024-11-04 22:20:15: 0.52 V, 0.66 psi, 7.79 psi
2024-11-04 22:21:15: 0.50 V, 0.63 psi, 7.78 psi
2024-11-04 22:22:15: 0.29 V, 0.61 psi, 7.79 psi
2024-11-04 22:23:15: 0.28 V, 0.58 psi, 7.78 psi
2024-11-04 22:24:15: 0.38 V, 0.57 psi, 7.79 psi
2024-11-04 22:25:15: 0.38 V, 0.53 psi, 7.78 psi
2024-11-04 22:26:16: 0.45 V, 0.52 psi, 7.79 psi
2024-11-04 22:27:16: 0.46 V, 0.49 psi, 7.79 psi
2024-11-04 22:28:16: 0.43 V, 0.46 psi, 7.78 psi
2024-11-04 22:29:16: 0.43 V, 0.44 psi, 7.78 psi
2024-11-04 22:30:16: 0.32 V, 0.41 psi, 7.78 psi
2024-11-04 22:31:16: 0.42 V, 0.39 psi, 7.78 psi
2024-11-04 22:33:16: 0.41 V, 0.35 psi, 7.78 psi
2024-11-04 22:35:16: 0.38 V, 0.30 psi, 7.77 psi
2024-11-04 22:36:16: 0.39 V, 0.27 psi, 7.78 psi
2024-11-04 22:37:16: 0.26 V, 0.24 psi, 7.77 psi
2024-11-04 22:38:16: 0.18 V, 0.28 psi, 7.78 psi
2024-11-04 22:39:16: 0.20 V, 0.34 psi, 7.77 psi
2024-11-04 22:40:16: 0.42 V, 0.39 psi, 7.77 psi
2024-11-04 22:41:16: 0.43 V, 0.42 psi, 7.77 psi
2024-11-04 22:42:16: 0.30 V, 0.47 psi, 7.77 psi
2024-11-04 22:43:17: 0.37 V, 0.52 psi, 7.77 psi
2024-11-04 22:44:17: 0.47 V, 0.54 psi, 7.77 psi
2024-11-04 22:45:17: 0.29 V, 0.59 psi, 7.77 psi
2024-11-04 22:46:17: 0.30 V, 0.62 psi, 7.77 psi
2024-11-04 22:47:17: 0.31 V, 0.67 psi, 7.76 psi
2024-11-04 22:48:17: 0.44 V, 0.71 psi, 7.77 psi
2024-11-04 22:49:17: 0.55 V, 0.74 psi, 7.76 psi
2024-11-04 22:50:17: 0.57 V, 0.79 psi, 7.76 psi
2024-11-04 22:51:17: 0.47 V, 0.82 psi, 7.76 psi
2024-11-04 22:52:17: 0.50 V, 0.88 psi, 7.76 psi
2024-11-04 22:53:17: 0.52 V, 0.92 psi, 7.76 psi
2024-11-04 22:54:17: 0.61 V, 0.98 psi, 7.76 psi
2024-11-04 22:55:17: 0.64 V, 1.02 psi, 7.76 psi
2024-11-04 22:56:17: 0.65 V, 1.07 psi, 7.76 psi
2024-11-04 22:57:17: 0.69 V, 1.13 psi, 7.76 psi
2024-11-04 22:58:17: 0.70 V, 1.18 psi, 7.76 psi
2024-11-04 22:59:18: 0.73 V, 1.25 psi, 7.76 psi
2024-11-04 23:00:18: 0.64 V, 1.30 psi, 7.76 psi
2024-11-04 23:01:18: 0.59 V, 1.37 psi, 7.76 psi
2024-11-04 23:02:18: 0.59 V, 1.42 psi, 7.76 psi
2024-11-04 23:03:18: 0.60 V, 1.48 psi, 7.77 psi
2024-11-04 23:04:18: 0.64 V, 1.53 psi, 7.76 psi
2024-11-04 23:05:18: 0.65 V, 1.59 psi, 7.77 psi
2024-11-04 23:06:18: 0.79 V, 1.67 psi, 7.77 psi
2024-11-04 23:07:18: 0.80 V, 1.72 psi, 7.76 psi
2024-11-04 23:08:18: 0.74 V, 1.80 psi, 7.77 psi
2024-11-04 23:09:18: 0.76 V, 1.85 psi, 7.77 psi
2024-11-04 23:10:18: 0.77 V, 1.93 psi, 7.77 psi
2024-11-04 23:11:18: 0.77 V, 1.99 psi, 7.77 psi
2024-11-04 23:12:18: 0.72 V, 2.04 psi, 7.77 psi
2024-11-04 23:13:18: 0.96 V, 2.15 psi, 7.78 psi
2024-11-04 23:14:18: 0.96 V, 2.15 psi, 7.78 psi
2024-11-04 23:15:18: 0.90 V, 2.12 psi, 7.78 psi
2024-11-04 23:16:19: 0.84 V, 2.10 psi, 7.79 psi
2024-11-04 23:17:19: 0.83 V, 2.08 psi, 7.79 psi
2024-11-04 23:18:19: 0.83 V, 2.09 psi, 7.79 psi
2024-11-04 23:19:19: 0.83 V, 2.07 psi, 7.79 psi
2024-11-04 23:20:19: 0.74 V, 2.07 psi, 7.79 psi
2024-11-04 23:21:19: 0.73 V, 2.04 psi, 7.79 psi
2024-11-04 23:22:19: 0.91 V, 2.03 psi, 7.79 psi
2024-11-04 23:23:19: 0.91 V, 1.99 psi, 7.79 psi
2024-11-04 23:24:19: 0.87 V, 1.95 psi, 7.79 psi
2024-11-04 23:25:19: 0.87 V, 1.90 psi, 7.79 psi
2024-11-04 23:26:19: 0.84 V, 1.84 psi, 7.79 psi
2024-11-04 23:27:19: 0.73 V, 1.80 psi, 7.79 psi
2024-11-04 23:28:19: 0.71 V, 1.74 psi, 7.79 psi
2024-11-04 23:29:19: 0.70 V, 1.70 psi, 7.79 psi
2024-11-04 23:30:19: 0.67 V, 1.64 psi, 7.79 psi
2024-11-04 23:31:19: 0.64 V, 1.59 psi, 7.79 psi
2024-11-04 23:32:20: 0.83 V, 1.53 psi, 7.79 psi
2024-11-04 23:33:20: 0.81 V, 1.47 psi, 7.79 psi
2024-11-04 23:34:20: 0.69 V, 1.43 psi, 7.79 psi
2024-11-04 23:35:20: 0.67 V, 1.37 psi, 7.78 psi
2024-11-04 23:36:20: 0.76 V, 1.33 psi, 7.78 psi
2024-11-04 23:37:20: 0.74 V, 1.27 psi, 7.78 psi
2024-11-04 23:38:20: 0.73 V, 1.24 psi, 7.79 psi
2024-11-04 23:39:20: 0.61 V, 1.19 psi, 7.79 psi
2024-11-04 23:40:20: 0.59 V, 1.14 psi, 7.78 psi
2024-11-04 23:41:20: 0.58 V, 1.11 psi, 7.78 psi
2024-11-04 23:42:20: 0.57 V, 1.06 psi, 7.78 psi
2024-11-04 23:43:20: 0.65 V, 1.05 psi, 7.78 psi
2024-11-04 23:44:20: 0.64 V, 1.02 psi, 7.78 psi
2024-11-04 23:45:20: 0.54 V, 0.98 psi, 7.78 psi
2024-11-04 23:46:20: 0.62 V, 0.96 psi, 7.78 psi
2024-11-04 23:47:20: 0.61 V, 0.93 psi, 7.77 psi
2024-11-04 23:48:21: 0.51 V, 0.91 psi, 7.77 psi
2024-11-04 23:49:21: 0.49 V, 0.87 psi, 7.77 psi
2024-11-04 23:50:21: 0.47 V, 0.85 psi, 7.77 psi
2024-11-04 23:51:21: 0.57 V, 0.82 psi, 7.77 psi
2024-11-04 23:52:21: 0.57 V, 0.78 psi, 7.77 psi
2024-11-04 23:53:21: 0.56 V, 0.77 psi, 7.77 psi
2024-11-04 23:54:21: 0.44 V, 0.74 psi, 7.77 psi
2024-11-04 23:55:21: 0.34 V, 0.72 psi, 7.76 psi
2024-11-04 23:56:21: 0.32 V, 0.69 psi, 7.77 psi
2024-11-04 23:57:21: 0.49 V, 0.68 psi, 7.76 psi
2024-11-04 23:58:21: 0.51 V, 0.64 psi, 7.76 psi
2024-11-04 23:59:21: 0.49 V, 0.61 psi, 7.76 psi
