2024-10-28 00:00:48: 52.59 V, 1.56 psi, 1.70 psi
2024-10-28 19:43:59: 4.51 V, 2.81 psi, 2.98 psi
2024-10-28 19:45:00: 4.51 V, 2.80 psi, 2.97 psi
2024-10-28 19:46:00: 4.51 V, 2.80 psi, 2.96 psi
2024-10-28 19:47:00: 4.51 V, 2.79 psi, 2.96 psi
2024-10-28 19:48:00: 4.51 V, 2.79 psi, 2.95 psi
2024-10-28 19:49:00: 4.25 V, 2.79 psi, 2.94 psi
2024-10-28 19:50:00: 4.51 V, 2.78 psi, 2.94 psi
2024-10-28 19:51:00: 4.51 V, 2.77 psi, 2.93 psi
2024-10-28 19:52:00: 4.51 V, 2.76 psi, 2.93 psi
2024-10-28 19:53:00: 4.51 V, 2.75 psi, 2.92 psi
2024-10-28 19:54:00: 4.51 V, 2.75 psi, 2.92 psi
2024-10-28 19:55:00: 4.51 V, 2.74 psi, 2.91 psi
2024-10-28 19:56:00: 4.51 V, 2.75 psi, 2.91 psi
2024-10-28 19:57:00: 4.51 V, 2.73 psi, 2.90 psi
2024-10-28 19:58:00: 4.51 V, 2.73 psi, 2.89 psi
2024-10-28 19:59:00: 4.51 V, 2.72 psi, 2.88 psi
2024-10-28 20:00:00: 4.51 V, 2.71 psi, 2.88 psi
2024-10-28 20:01:00: 4.51 V, 2.72 psi, 2.87 psi
2024-10-28 20:02:01: 4.51 V, 2.70 psi, 2.87 psi
2024-10-28 20:03:01: 4.51 V, 2.71 psi, 2.86 psi
2024-10-28 20:04:01: 4.51 V, 2.69 psi, 2.86 psi
2024-10-28 20:05:01: 4.51 V, 2.69 psi, 2.85 psi
2024-10-28 20:06:01: 4.51 V, 2.68 psi, 2.85 psi
2024-10-28 20:07:01: 4.51 V, 2.67 psi, 2.84 psi
2024-10-28 20:08:01: 4.51 V, 2.67 psi, 2.84 psi
2024-10-28 20:09:01: 4.51 V, 2.66 psi, 2.83 psi
2024-10-28 20:10:01: 4.51 V, 2.67 psi, 2.83 psi
2024-10-28 20:11:01: 4.51 V, 2.65 psi, 2.82 psi
2024-10-28 20:12:01: 4.51 V, 2.66 psi, 2.82 psi
2024-10-28 20:13:01: 4.51 V, 2.64 psi, 2.81 psi
2024-10-28 20:14:01: 4.51 V, 2.65 psi, 2.81 psi
2024-10-28 20:15:01: 4.51 V, 2.64 psi, 2.80 psi
2024-10-28 20:16:01: 4.51 V, 2.62 psi, 2.79 psi
2024-10-28 20:17:01: 4.51 V, 2.63 psi, 2.79 psi
2024-10-28 20:18:01: 4.51 V, 2.62 psi, 2.78 psi
2024-10-28 20:19:01: 4.51 V, 2.63 psi, 2.78 psi
2024-10-28 20:20:02: 4.51 V, 2.62 psi, 2.77 psi
2024-10-28 20:21:02: 4.51 V, 2.60 psi, 2.76 psi
2024-10-28 20:22:02: 4.78 V, 2.60 psi, 2.76 psi
2024-10-28 20:23:02: 4.78 V, 2.59 psi, 2.75 psi
2024-10-28 20:24:02: 4.78 V, 2.60 psi, 2.75 psi
2024-10-28 20:25:02: 4.51 V, 2.59 psi, 2.74 psi
2024-10-28 20:26:02: 4.51 V, 2.58 psi, 2.74 psi
2024-10-28 20:27:02: 4.51 V, 2.57 psi, 2.73 psi
2024-10-28 20:28:02: 4.51 V, 2.56 psi, 2.73 psi
2024-10-28 20:29:02: 4.51 V, 2.57 psi, 2.72 psi
2024-10-28 20:30:02: 4.51 V, 2.55 psi, 2.71 psi
2024-10-28 20:31:02: 4.51 V, 2.56 psi, 2.71 psi
2024-10-28 20:32:02: 4.51 V, 2.54 psi, 2.70 psi
2024-10-28 20:33:02: 4.51 V, 2.54 psi, 2.70 psi
2024-10-28 20:34:02: 4.78 V, 2.54 psi, 2.69 psi
2024-10-28 20:35:02: 4.78 V, 2.53 psi, 2.69 psi
2024-10-28 20:36:02: 5.04 V, 2.53 psi, 2.68 psi
2024-10-28 20:37:03: 5.04 V, 2.52 psi, 2.68 psi
2024-10-28 20:38:03: 4.78 V, 2.52 psi, 2.67 psi
2024-10-28 20:39:03: 4.78 V, 2.51 psi, 2.67 psi
2024-10-28 20:40:03: 4.78 V, 2.51 psi, 2.66 psi
2024-10-28 20:41:03: 4.78 V, 2.50 psi, 2.66 psi
2024-10-28 20:42:03: 4.51 V, 2.50 psi, 2.65 psi
2024-10-28 20:43:03: 4.51 V, 2.49 psi, 2.65 psi
2024-10-28 20:44:03: 4.51 V, 2.49 psi, 2.64 psi
2024-10-28 20:46:03: 5.04 V, 2.47 psi, 2.63 psi
2024-10-28 20:47:03: 4.78 V, 2.47 psi, 2.62 psi
2024-10-28 20:48:03: 4.78 V, 2.46 psi, 2.61 psi
2024-10-28 20:49:03: 4.78 V, 2.46 psi, 2.61 psi
2024-10-28 20:50:03: 4.78 V, 2.46 psi, 2.60 psi
2024-10-28 20:51:03: 4.78 V, 2.46 psi, 2.60 psi
2024-10-28 20:52:03: 4.78 V, 2.45 psi, 2.60 psi
2024-10-28 20:53:03: 4.78 V, 2.44 psi, 2.59 psi
2024-10-28 20:54:04: 4.78 V, 2.45 psi, 2.58 psi
2024-10-28 20:55:04: 5.04 V, 2.44 psi, 2.58 psi
2024-10-28 20:56:04: 5.04 V, 2.43 psi, 2.58 psi
2024-10-28 20:57:04: 4.78 V, 2.43 psi, 2.57 psi
2024-10-28 20:58:04: 4.78 V, 2.42 psi, 2.57 psi
2024-10-28 20:59:04: 5.04 V, 2.42 psi, 2.56 psi
2024-10-28 21:00:04: 5.04 V, 2.41 psi, 2.56 psi
2024-10-28 21:01:04: 5.04 V, 2.41 psi, 2.56 psi
2024-10-28 21:03:04: 5.04 V, 2.40 psi, 2.54 psi
2024-10-28 21:04:04: 5.04 V, 2.39 psi, 2.54 psi
2024-10-28 21:05:04: 5.04 V, 2.38 psi, 2.54 psi
2024-10-28 21:06:04: 5.30 V, 2.39 psi, 2.53 psi
2024-10-28 21:07:04: 5.30 V, 2.37 psi, 2.52 psi
2024-10-28 21:08:04: 5.30 V, 2.38 psi, 2.52 psi
2024-10-28 21:09:04: 5.30 V, 2.37 psi, 2.51 psi
2024-10-28 21:10:04: 5.30 V, 2.37 psi, 2.51 psi
2024-10-28 21:11:05: 5.30 V, 2.36 psi, 2.51 psi
2024-10-28 21:12:05: 5.30 V, 2.35 psi, 2.50 psi
2024-10-28 21:13:05: 5.04 V, 2.35 psi, 2.50 psi
2024-10-28 21:14:05: 5.04 V, 2.34 psi, 2.49 psi
2024-10-28 21:15:05: 5.04 V, 2.34 psi, 2.48 psi
2024-10-28 21:16:05: 5.04 V, 2.33 psi, 2.48 psi
2024-10-28 21:17:05: 5.30 V, 2.34 psi, 2.47 psi
2024-10-28 21:18:05: 5.30 V, 2.32 psi, 2.47 psi
2024-10-28 21:19:05: 5.30 V, 2.32 psi, 2.47 psi
2024-10-28 21:20:05: 5.57 V, 2.33 psi, 2.46 psi
2024-10-28 21:21:05: 5.30 V, 2.31 psi, 2.46 psi
2024-10-28 21:22:05: 5.30 V, 2.31 psi, 2.45 psi
2024-10-28 21:23:05: 5.30 V, 2.31 psi, 2.45 psi
2024-10-28 21:24:05: 5.30 V, 2.30 psi, 2.44 psi
2024-10-28 21:25:05: 5.57 V, 2.30 psi, 2.44 psi
2024-10-28 21:26:05: 5.57 V, 2.29 psi, 2.43 psi
2024-10-28 21:27:05: 5.57 V, 2.30 psi, 2.43 psi
2024-10-28 21:28:06: 5.57 V, 2.28 psi, 2.43 psi
2024-10-28 21:29:06: 5.57 V, 2.27 psi, 2.42 psi
2024-10-28 21:30:06: 5.57 V, 2.27 psi, 2.42 psi
2024-10-28 21:31:06: 5.57 V, 2.28 psi, 2.41 psi
2024-10-28 21:32:06: 5.57 V, 2.27 psi, 2.41 psi
2024-10-28 21:33:06: 5.57 V, 2.25 psi, 2.40 psi
2024-10-28 21:34:06: 5.57 V, 2.26 psi, 2.40 psi
2024-10-28 21:35:06: 5.57 V, 2.25 psi, 2.39 psi
2024-10-28 21:36:06: 5.57 V, 2.26 psi, 2.39 psi
2024-10-28 21:37:06: 5.57 V, 2.25 psi, 2.38 psi
2024-10-28 21:38:06: 5.57 V, 2.24 psi, 2.38 psi
2024-10-28 21:39:06: 5.83 V, 2.24 psi, 2.37 psi
2024-10-28 21:40:06: 5.83 V, 2.23 psi, 2.37 psi
2024-10-28 21:41:06: 5.83 V, 2.23 psi, 2.37 psi
2024-10-28 21:42:06: 5.83 V, 2.22 psi, 2.36 psi
2024-10-28 21:43:06: 5.83 V, 2.23 psi, 2.36 psi
2024-10-28 21:44:06: 5.83 V, 2.21 psi, 2.35 psi
2024-10-28 21:45:07: 5.83 V, 2.21 psi, 2.35 psi
2024-10-28 21:46:07: 5.83 V, 2.21 psi, 2.35 psi
2024-10-28 21:47:07: 5.83 V, 2.20 psi, 2.34 psi
2024-10-28 21:48:07: 5.83 V, 2.20 psi, 2.33 psi
2024-10-28 21:49:07: 5.83 V, 2.19 psi, 2.33 psi
2024-10-28 21:50:07: 6.10 V, 2.21 psi, 2.33 psi
2024-10-28 21:51:07: 6.10 V, 2.20 psi, 2.33 psi
2024-10-28 21:52:07: 6.10 V, 2.18 psi, 2.32 psi
2024-10-28 21:53:07: 6.10 V, 2.18 psi, 2.31 psi
2024-10-28 21:54:07: 6.10 V, 2.17 psi, 2.31 psi
2024-10-28 21:55:07: 5.83 V, 2.17 psi, 2.31 psi
2024-10-28 21:56:07: 5.83 V, 2.17 psi, 2.30 psi
2024-10-28 21:57:07: 6.10 V, 2.17 psi, 2.30 psi
2024-10-28 21:58:07: 6.10 V, 2.16 psi, 2.29 psi
2024-10-28 21:59:07: 6.10 V, 2.16 psi, 2.29 psi
2024-10-28 22:00:07: 6.10 V, 2.15 psi, 2.28 psi
2024-10-28 22:01:07: 6.10 V, 2.14 psi, 2.28 psi
2024-10-28 22:02:08: 6.36 V, 2.14 psi, 2.27 psi
2024-10-28 22:03:08: 6.36 V, 2.13 psi, 2.27 psi
2024-10-28 22:05:08: 6.36 V, 2.13 psi, 2.26 psi
2024-10-28 22:06:08: 6.36 V, 2.13 psi, 2.26 psi
2024-10-28 22:07:08: 6.63 V, 2.12 psi, 2.25 psi
2024-10-28 22:08:08: 6.63 V, 2.11 psi, 2.25 psi
2024-10-28 22:09:08: 6.63 V, 2.11 psi, 2.24 psi
2024-10-28 22:10:08: 6.63 V, 2.11 psi, 2.24 psi
2024-10-28 22:11:08: 6.63 V, 2.11 psi, 2.24 psi
2024-10-28 22:12:08: 6.63 V, 2.10 psi, 2.23 psi
2024-10-28 22:13:08: 6.63 V, 2.10 psi, 2.23 psi
2024-10-28 22:14:08: 6.63 V, 2.09 psi, 2.23 psi
2024-10-28 22:15:08: 6.63 V, 2.10 psi, 2.22 psi
2024-10-28 22:16:08: 6.63 V, 2.08 psi, 2.22 psi
2024-10-28 22:17:08: 6.63 V, 2.08 psi, 2.21 psi
2024-10-28 22:18:08: 6.63 V, 2.08 psi, 2.21 psi
2024-10-28 22:19:08: 6.63 V, 2.07 psi, 2.20 psi
2024-10-28 22:20:09: 6.63 V, 2.08 psi, 2.20 psi
2024-10-28 22:21:09: 6.63 V, 2.07 psi, 2.19 psi
2024-10-28 22:22:09: 6.63 V, 2.06 psi, 2.19 psi
2024-10-28 22:23:09: 6.63 V, 2.07 psi, 2.19 psi
2024-10-28 22:24:09: 6.63 V, 2.05 psi, 2.18 psi
2024-10-28 22:25:09: 6.63 V, 2.05 psi, 2.18 psi
2024-10-28 22:26:09: 6.63 V, 2.04 psi, 2.17 psi
2024-10-28 22:27:09: 6.63 V, 2.03 psi, 2.17 psi
2024-10-28 22:28:09: 6.89 V, 2.04 psi, 2.16 psi
2024-10-28 22:29:09: 6.89 V, 2.03 psi, 2.16 psi
2024-10-28 22:30:09: 6.89 V, 2.03 psi, 2.15 psi
2024-10-28 22:31:09: 6.89 V, 2.02 psi, 2.15 psi
2024-10-28 22:32:09: 6.89 V, 2.02 psi, 2.15 psi
2024-10-28 22:33:09: 6.89 V, 2.01 psi, 2.14 psi
2024-10-28 22:34:09: 6.89 V, 2.01 psi, 2.14 psi
2024-10-28 22:35:09: 6.89 V, 2.00 psi, 2.13 psi
2024-10-28 22:36:09: 6.89 V, 2.01 psi, 2.13 psi
2024-10-28 22:37:10: 7.15 V, 1.99 psi, 2.13 psi
2024-10-28 22:38:10: 7.15 V, 1.99 psi, 2.13 psi
2024-10-28 22:39:10: 6.89 V, 1.99 psi, 2.12 psi
2024-10-28 22:40:10: 6.89 V, 1.98 psi, 2.12 psi
2024-10-28 22:41:10: 7.15 V, 1.98 psi, 2.11 psi
2024-10-28 22:42:10: 7.15 V, 1.97 psi, 2.11 psi
2024-10-28 22:43:10: 7.15 V, 1.97 psi, 2.10 psi
2024-10-28 22:44:10: 7.15 V, 1.97 psi, 2.10 psi
2024-10-28 22:45:10: 7.15 V, 1.96 psi, 2.09 psi
2024-10-28 22:46:10: 7.15 V, 1.96 psi, 2.09 psi
2024-10-28 22:47:10: 7.15 V, 1.95 psi, 2.08 psi
2024-10-28 22:48:10: 7.15 V, 1.96 psi, 2.08 psi
2024-10-28 22:49:10: 7.15 V, 1.94 psi, 2.07 psi
2024-10-28 22:50:10: 7.15 V, 1.94 psi, 2.07 psi
2024-10-28 22:52:10: 7.42 V, 1.93 psi, 2.06 psi
2024-10-28 22:53:10: 7.42 V, 1.93 psi, 2.06 psi
2024-10-28 22:54:11: 7.42 V, 1.93 psi, 2.06 psi
2024-10-28 22:55:11: 7.42 V, 1.92 psi, 2.05 psi
2024-10-28 22:56:11: 7.42 V, 1.92 psi, 2.05 psi
2024-10-28 22:57:11: 7.42 V, 1.92 psi, 2.05 psi
2024-10-28 22:58:11: 7.42 V, 1.92 psi, 2.05 psi
2024-10-28 22:59:11: 7.42 V, 1.91 psi, 2.04 psi
2024-10-28 23:00:11: 7.42 V, 1.91 psi, 2.04 psi
2024-10-28 23:01:11: 7.42 V, 1.90 psi, 2.03 psi
2024-10-28 23:02:11: 7.42 V, 1.89 psi, 2.03 psi
2024-10-28 23:03:11: 7.68 V, 1.89 psi, 2.03 psi
2024-10-28 23:04:11: 7.68 V, 1.88 psi, 2.02 psi
2024-10-28 23:05:11: 7.42 V, 1.89 psi, 2.01 psi
2024-10-28 23:06:11: 7.42 V, 1.88 psi, 2.01 psi
2024-10-28 23:07:11: 7.42 V, 1.88 psi, 2.00 psi
2024-10-28 23:08:11: 7.42 V, 1.87 psi, 2.00 psi
2024-10-28 23:09:11: 7.42 V, 1.87 psi, 2.00 psi
2024-10-28 23:10:11: 7.68 V, 1.87 psi, 1.99 psi
2024-10-28 23:11:12: 7.68 V, 1.86 psi, 1.99 psi
2024-10-28 23:12:12: 7.68 V, 1.86 psi, 1.99 psi
2024-10-28 23:13:12: 7.68 V, 1.84 psi, 1.98 psi
2024-10-28 23:14:12: 7.95 V, 1.85 psi, 1.98 psi
2024-10-28 23:15:12: 7.95 V, 1.84 psi, 1.97 psi
2024-10-28 23:16:12: 7.95 V, 1.84 psi, 1.97 psi
2024-10-28 23:17:12: 7.95 V, 1.83 psi, 1.96 psi
2024-10-28 23:18:12: 7.95 V, 1.83 psi, 1.96 psi
2024-10-28 23:19:12: 7.95 V, 1.83 psi, 1.96 psi
2024-10-28 23:20:12: 7.95 V, 1.82 psi, 1.95 psi
2024-10-28 23:21:12: 7.95 V, 1.83 psi, 1.95 psi
2024-10-28 23:22:12: 7.68 V, 1.81 psi, 1.95 psi
2024-10-28 23:23:12: 7.68 V, 1.81 psi, 1.94 psi
2024-10-28 23:24:12: 7.95 V, 1.80 psi, 1.94 psi
2024-10-28 23:25:12: 7.95 V, 1.80 psi, 1.94 psi
2024-10-28 23:26:12: 7.95 V, 1.80 psi, 1.94 psi
2024-10-28 23:27:12: 7.95 V, 1.79 psi, 1.93 psi
2024-10-28 23:28:13: 7.95 V, 1.80 psi, 1.93 psi
2024-10-28 23:29:13: 7.95 V, 1.78 psi, 1.92 psi
2024-10-28 23:30:13: 7.95 V, 1.78 psi, 1.92 psi
2024-10-28 23:31:13: 7.95 V, 1.78 psi, 1.91 psi
2024-10-28 23:32:13: 7.95 V, 1.77 psi, 1.91 psi
2024-10-28 23:33:13: 8.21 V, 1.78 psi, 1.90 psi
2024-10-28 23:34:13: 8.21 V, 1.76 psi, 1.90 psi
2024-10-28 23:35:13: 8.21 V, 1.77 psi, 1.90 psi
2024-10-28 23:36:13: 8.21 V, 1.76 psi, 1.89 psi
2024-10-28 23:37:13: 8.21 V, 1.76 psi, 1.89 psi
2024-10-28 23:38:13: 8.21 V, 1.75 psi, 1.88 psi
2024-10-28 23:39:13: 8.21 V, 1.75 psi, 1.88 psi
2024-10-28 23:40:13: 8.21 V, 1.74 psi, 1.88 psi
2024-10-28 23:41:13: 8.21 V, 1.73 psi, 1.87 psi
2024-10-28 23:42:13: 8.21 V, 1.74 psi, 1.87 psi
2024-10-28 23:43:13: 8.21 V, 1.73 psi, 1.87 psi
2024-10-28 23:44:13: 8.47 V, 1.73 psi, 1.86 psi
2024-10-28 23:45:13: 8.47 V, 1.72 psi, 1.86 psi
2024-10-28 23:46:14: 8.47 V, 1.72 psi, 1.85 psi
2024-10-28 23:47:14: 8.21 V, 1.71 psi, 1.84 psi
2024-10-28 23:48:14: 8.21 V, 1.71 psi, 1.84 psi
2024-10-28 23:49:14: 8.47 V, 1.71 psi, 1.84 psi
2024-10-28 23:50:14: 8.47 V, 1.70 psi, 1.83 psi
2024-10-28 23:51:14: 8.47 V, 1.70 psi, 1.83 psi
2024-10-28 23:52:14: 8.47 V, 1.71 psi, 1.83 psi
2024-10-28 23:53:14: 8.47 V, 1.69 psi, 1.82 psi
2024-10-28 23:54:14: 8.47 V, 1.69 psi, 1.81 psi
2024-10-28 23:55:14: 8.47 V, 1.69 psi, 1.81 psi
2024-10-28 23:56:14: 8.47 V, 1.69 psi, 1.81 psi
2024-10-28 23:57:14: 8.47 V, 1.68 psi, 1.81 psi
2024-10-28 23:58:14: 8.47 V, 1.67 psi, 1.80 psi
2024-10-28 23:59:14: 8.47 V, 1.67 psi, 1.80 psi
